freq_Hz,omega_rad_s,Zmot_real_ohm,Zmot_imag_ohm,Zblocked_real_ohm,Zblocked_imag_ohm,radiated_power_far_W,radiated_power_boundary_flux_W,Rac_far_ohm,Rac_boundary_flux_ohm,Rinternal_far_ohm,eta_far,efficiency_odds_far,odds_identity_residual_ohm,A0_estimate_real_ohm_s,A0_estimate_imag_ohm_s,Ainf_estimate_real_ohm_per_s,Ainf_estimate_imag_ohm_per_s,axis_SPL_dB,solve_seconds,useful_efficiency_budget_ohm,internal_loss_penalty_budget_ohm,cumulative_moment_0,cumulative_moment_2,cumulative_useful_moment_0,cumulative_internal_moment_0,cumulative_useful_moment_2,cumulative_internal_moment_2
47.52932495856429,298.6355562398151,25.48694911134875,7.10616396529687,5.626085574979259,0.5001219679541105,0.0484976160964565,0.0439687552696378,0.096995232192913,0.0879375105392757,25.38995387915584,0.0031175111386847,0.0031272604078397,0.0,0.0237954383422125,-0.0853446569867983,2122.153228507761,-7611.309224723495,99.01068796542964,52.35493581700212,0.01759423466975069,25.469354876679002,0.0,0.0,0.0,0.0,0.0,0.0
48.979227527700544,307.745562759054,26.935253149395585,3.715235788442005,5.628439760719351,0.5139685922735028,0.0543973931637261,0.0496282023311869,0.1087947863274522,0.0992564046623739,26.82645836306813,0.0033409842866334,0.0033521838803034,0.0,0.0120724268292726,-0.0875244240986319,1143.3473284966626,-8289.204638518326,99.50941900709354,52.24340907199803,0.018867565037142132,26.916385584358437,152.0141714752677,0.001653431545581732,0.10573211414071124,151.90843936112697,1.1497774867933157e-06,0.0016522817680949388
50.4733600004136,317.13347395858455,27.425757676170413,-0.072254403373939,5.63086486851837,0.5281818159914827,0.0587843889888041,0.0539022541076608,0.1175687779776082,0.1078045082153216,27.308188898192803,0.0035565877251576,0.0035692821903835,0.0,-0.0002278359407224,-0.0864801729499927,-22.91428995078217,-8697.62580779024,99.8464212752056,53.93556662799893,0.02009814569165875,27.40565953047875,314.4592745232355,0.0033181893204411836,0.22217198158520074,314.23710254165024,2.3422589879369315e-06,0.0033158470614532464
52.01307162899948,326.80776744060887,26.85375799741888,-3.840145535333367,5.633362225346864,0.5427715087554896,0.0610864838949355,0.0562390037739413,0.122172967789871,0.1124780075478827,26.73158502962901,0.0037606585918396,0.0037748545309644,0.0,-0.0117504720447969,-0.0821698890688057,-1254.9893890493192,-8776.01669852686,100.01342508145343,53.74019855000006,0.021265122920914304,26.832492874497966,481.6088774765049,0.0049321925618875636,0.34954699294340047,481.2593304835615,3.570765877080445e-06,0.004928621796010483
1973.317689635727,12398.720713916766,0.22962576568732,0.351572957719712,9.042590426973678,13.389560770463042,0.0058089302049174,0.005803735645832,0.0116178604098348,0.0116074712916641,0.2180079052774851,0.0012529755743864,0.0012545474917505,0.0,2.835558327603056e-05,-1.8520117598066375e-05,4359.054913332377,-2847.0657374763723,96.07986623521518,54.04319270199994,0.011344359139086912,0.21828140654823275,104552.46946808524,0.9710923696168141,125.65504393831912,104426.81442414691,0.000768938788272868,0.9703234308285412
2033.5145973431083,12776.949039961431,0.2984503509296112,0.4376491760110312,9.157676429218569,13.727630219097586,0.0049378732206765,0.0049310846275916,0.009875746441353,0.0098621692551832,0.2885746044882581,0.0010443754267429,0.001045467287087,0.0,3.4253026653094674e-05,-2.335849896529853e-05,5591.8212192740575,-3813.284924786248,96.30606906864492,55.21750250200057,0.009574051132475702,0.28887629979713464,104616.04656659416,0.9710927695514627,128.17349116332392,104487.87307543083,0.0007689547333844617,0.9703238148180784
2095.5478376980727,13166.715384316483,0.4105416253221706,0.5250297829693913,9.27643165897452,14.073548496014403,0.0047581199188455,0.0047500106042244,0.009516239837691,0.0095000212084489,0.4010253854844796,0.000982374944,0.0009833409535142,0.0,3.987553217674773e-05,-3.118026123745234e-05,6912.917720647429,-5405.484734031717,96.92695803014202,55.31975138100097,0.009121895152745316,0.4014197301694253,104704.00870593928,0.9710932901700671,130.49303142247317,104573.51567451682,0.0007689685375055163,0.9703243216325617
2159.473428820505,13568.37171920972,0.5864765764176079,0.584073516462976,9.398957301712633,14.42747403810075,0.0060965300699759,0.0060862502477375,0.0121930601399519,0.0121725004954751,0.5742835162776558,0.0012210846607934,0.0012225775314637,1.1102230246251563e-16,4.30466918617848e-05,-4.3223799329383854e-05,7924.926582715616,-7957.532193443608,98.09062242874448,55.25007120699957,0.01149095401626055,0.5749856224013469,104831.47866175137,0.9710940002224723,133.12840855816563,104698.3502531932,0.0007689832447601715,0.9703250169777122
2225.3490976872085,13982.28075393362,0.8168400182146416,0.5469421959944757,9.525356642893913,14.789568305563408,0.0100999445406571,0.0100859050939639,0.0201998890813142,0.0201718101879278,0.7966401291333274,0.0019531526757052,0.0019569749465584,0.0,3.911680831044714e-05,-5.841965503266275e-05,7647.499340567747,-11421.28646572537,99.65712263272223,54.50890209099816,0.018640884307177016,0.7981991339074643,105016.36750035766,0.9710949704063395,137.0983185656453,104879.26918179201,0.0007690040304347825,0.9703259663759048
2293.2343322613297,14408.816262384176,0.9959885936435964,0.3640327457235321,9.655735129315152,15.15999586692047,0.0162734228210551,0.0162566289482331,0.0325468456421102,0.0325132578964662,0.9634417480014862,0.0030555472981296,0.0030649122825736,0.0,2.526458378637809e-05,-6.912355432303872e-05,5245.280946621594,-14351.016645240996,101.03923104236708,55.03346114899978,0.029593981195115398,0.9663946124484801,105262.49609147501,0.9710961890047229,143.64718888419387,105118.8489025908,0.0007690363290140236,0.9703271526757089
