freq_Hz,omega_rad_s,Zmot_real_ohm,Zmot_imag_ohm,Zblocked_real_ohm,Zblocked_imag_ohm,radiated_power_far_W,radiated_power_boundary_flux_W,Rac_far_ohm,Rac_boundary_flux_ohm,Rinternal_far_ohm,eta_far,efficiency_odds_far,odds_identity_residual_ohm,A0_estimate_real_ohm_s,A0_estimate_imag_ohm_s,Ainf_estimate_real_ohm_per_s,Ainf_estimate_imag_ohm_per_s,axis_SPL_dB,solve_seconds
39.09622203910254,245.64880788231983,27.540364943678895,-0.5801854775266825,5.612422142467337,0.41842234484930857,0.035587676725867295,0.02956923914454951,0.07117535345173459,0.05913847828909902,27.46918959022716,0.002146888986038736,0.0021515080349423276,0.0,-0.0023618493512275675,-0.11211275634145289,-142.52187090506402,-6765.257817058753,97.66566521970213,49.26619664900045
44.089577108973394,277.022983090863,17.55736414874343,-13.200517843577632,5.620501804555525,0.4670473093935162,0.028794368797895934,0.025524554912266916,0.05758873759579187,0.05104910982453383,17.49977541114764,0.0024846436557976184,0.0024908324869339334,0.0,-0.04765134537320279,-0.06337872747180925,-3656.846831372042,-4863.793391697476,96.74621023905235,51.68404190199999
2327.9496213835355,14626.93885693131,0.6212653436719824,0.24352980324011475,9.722450111254618,15.348386931510369,0.0031063406468217272,0.003103452448678002,0.0062126812936434544,0.006206904897356004,0.6150526623783389,0.0006006237623913389,0.0006009847280998699,1.1102230246251565e-16,1.6649403243024603e-05,-4.247405077362319e-05,3562.095541833671,-9087.210195820504,93.0174322510125,51.458546547999504
2625.2744890577887,16495.086096961295,0.8051224701363006,0.03104558095588172,10.294622071838617,16.934620532177,0.004810160178883649,0.004811857314766599,0.009620320357767298,0.009623714629533198,0.7955021497785333,0.0008667154745216872,0.0008674673218731966,0.0,1.8821108767417042e-06,-4.880983739058017e-05,512.0995307974509,-13280.564463496426,96.69636534600927,51.34938178500033
2960.573579251934,18601.83241397983,0.9723775909807614,-0.19941859060409545,10.940462520116224,18.66969319328673,0.006236087996573482,0.006235344990918362,0.012472175993146964,0.012470689981836725,0.9599054149876144,0.001046952353664929,0.0010480496116726274,0.0,-1.0720373464617734e-05,-5.227321531237915e-05,-3709.5512026494366,-18088.00499053355,97.54672905257058,50.92414870600078
3338.6969456707607,20977.651594163886,0.6628172496222858,-0.21206681377033265,11.668018244113597,20.56593961032402,0.0009475700211297693,0.000946709333615054,0.0018951400422595386,0.001893418667230108,0.6609221095800263,0.00015369113011217105,0.00015371475470653682,0.0,-1.0109177989653092e-05,-3.1596351319262344e-05,-4448.663733958475,-13904.349333178267,84.320227828797,50.994709813000554
3765.114089090741,23656.909524429793,0.6449126053256437,-0.5554785938405735,12.48613669683808,22.63672401886028,0.004512706082287697,0.004513202193260625,0.009025412164575393,0.00902640438652125,0.6358871931610682,0.0006873336590921331,0.0006878064115897582,1.1102230246251565e-16,-2.348060693502451e-05,-2.726106741286986e-05,-13140.906837243932,-15256.639155353052,97.93595650228674,50.67310633000034
4245.99307291173,26678.361290105287,0.39524270657837196,-0.3745771969642235,13.404604810094284,24.89652410273565,0.001565886984800947,0.001564572419664431,0.003131773969601894,0.003129144839328862,0.39211093260877006,0.00022694265033132844,0.00022699416498874072,0.0,-1.404048745314616e-05,-1.4815104356689375e-05,-9993.105791646483,-10544.42772337688,94.6171643000501,50.85397782600012
4788.289743317765,30085.711761732895,0.29274845281883116,0.00013162744718271102,14.434319830396095,27.361001787033892,0.0028346518454838506,0.002833334243556386,0.005669303690967701,0.005666668487112772,0.2870791491278635,0.00038495806374641794,0.0003851063135272099,0.0,4.375081707394828e-09,-9.730481204409746e-06,3.9601054358717644,-8807.545570200617,92.94952042669996,50.63246856400019
5399.848344603918,33928.24777981335,0.5542670116040683,-1.0853211768136042,15.587493629307435,30.047047558649847,0.012052814701789396,0.012045130195471734,0.024105629403578792,0.024090260390943467,0.5301613822004896,0.001493370515139641,0.0014956040060646225,-1.1102230246251565e-16,-3.1988718776669314e-05,-1.6336446703677003e-05,-36823.04580761058,-18805.30850587951,96.10161879712167,51.02970805099994
6089.514985055624,38261.55108195141,0.10815535721910347,-0.5369278335899852,16.877884049739713,32.97278183041604,0.0020756987916935366,0.0020812567551522243,0.004151397583387073,0.0041625135103044485,0.10400395963571639,0.0002444005623633685,0.00024446030860026595,0.0,-1.4033091142592562e-05,-2.8267373946092347e-06,-20543.691732224725,-4138.191725025429,91.6372935926143,51.033235837000575
6867.265594648284,43148.30228479398,0.09931996074995902,-0.36552208464282826,18.32103612666897,36.15749997611029,0.0014564063262711294,0.0014550900144605953,0.002912812652542259,0.0029101800289211906,0.09640714809741677,0.00015813009470168194,0.00015815510378322073,0.0,-8.471297021844658e-06,-2.301827777473429e-06,-15771.657399936805,-4285.487689353105,92.55489576572575,51.72244680899985
7744.350225457122,48659.18755024511,0.06648355296208058,-0.23575295902486365,19.93450798049381,39.62155904523803,0.001183965275009764,0.0011794284927713345,0.002367930550019528,0.002358856985542669,0.06411562241206105,0.00011839065808605856,0.00011840467609358174,0.0,-4.844983463429736e-06,-1.3663103785575987e-06,-11471.54744871609,-3235.0356725885326,91.80842805036362,51.24992205500075
8733.455782062187,54873.921050755736,0.24802585237452757,-0.09742165060237894,21.738057293897864,43.3862207914816,0.0056723241442905754,0.005642873095403946,0.011344648288581151,0.011285746190807891,0.23668120408594642,0.0005159922398685447,0.0005162586253129713,0.0,-1.7753725036756276e-06,-4.519922171136916e-06,-5345.907963789252,-13610.151041746223,102.05585360551042,51.12108584799989
9848.889535820716,61882.3980235035,0.04235734297959474,-0.2487689252876526,23.7537774112061,47.473479682409845,0.0009164618386307343,0.0009099465442235785,0.0018329236772614687,0.001819893088447157,0.04052441930233327,7.702610933227551e-05,7.703204281082714e-05,6.938893903907228e-18,-4.020027232835546e-06,-6.844812795313302e-07,-15394.417650529722,-2621.173957481333,95.31683578466938,51.65239852100058
11106.786077514736,69785.99509222739,0.043361726606924264,-0.13747573161959634,26.006193362027904,51.90590740082102,0.0005344197850747925,0.0005355507370611084,0.001068839570149585,0.0010711014741222168,0.04229288703677468,4.103101056861848e-05,4.10326941815271e-05,-6.938893903907228e-18,-1.9699616153343078e-06,-6.213528452179913e-07,-9593.88073210552,-3026.0412401813223,90.31681730262179,43.521373900999606
12525.340701914516,78699.03666568773,0.06692105368188284,0.05383444719163622,28.52234780492516,56.70653314901286,0.0009250941399669866,0.0009307280928307295,0.0018501882799339731,0.001861456185661459,0.06507086540194887,6.471618036419138e-05,6.472036881925312e-05,0.0,6.840547162009633e-07,-8.503414592755744e-07,4236.719133411609,-5266.622457416955,94.78593907869967,43.071621351999966
14125.072600132477,88750.44862399733,0.5513839130716008,-0.4915766383766015,31.331914476625318,61.89875621794672,0.005506662099116461,0.00541609117911517,0.011013324198232923,0.01083218235823034,0.5403705888733679,0.0003454261244749971,0.0003455454849126803,1.1102230246251565e-16,-5.53886370151467e-06,-6.212745080395137e-06,-43627.64718899989,-48935.56964915972,104.23684164666253,42.5723099529996
